Id	Desc	Number	Name	Level	Description	Asset	Bundle	Prosperity	NeedBuilding1	NeedBuilding2	NeedBuilding3	NeedProsperity	NeedTime	NeedStone	NeedGold	NeedIron	NeedFood
2		116	城墙	16	城墙的描述			1600	1			0	200	1000	1000	0	0
2		117	城墙	17	城墙的描述			1700	1			0	210	1000	1000	0	0
2		118	城墙	18	城墙的描述			1800	1			0	220	1000	1000	0	0
2		119	城墙	19	城墙的描述			1900	1			0	230	1000	1000	0	0
2		120	城墙	20	城墙的描述			2000	1			0	240	1000	1000	0	0
2		121	城墙	21	城墙的描述			2100	1			0	250	1000	1000	0	0
2		122	城墙	22	城墙的描述			2200	1			0	260	1000	1000	0	0
2		123	城墙	23	城墙的描述			2300	1			0	270	1000	1000	0	0
2		124	城墙	24	城墙的描述			2400	1			0	280	1000	1000	0	0
2		125	城墙	25	城墙的描述			2500	1			0	290	1000	1000	0	0
2		126	城墙	26	城墙的描述			2600	1			0	300	1000	1000	0	0
2		127	城墙	27	城墙的描述			2700	1			0	310	1000	1000	0	0
2		128	城墙	28	城墙的描述			2800	1			0	320	1000	1000	0	0
2		129	城墙	29	城墙的描述			2900	1			0	330	1000	1000	0	0
2		130	城墙	30	城墙的描述			3000	1			0	340	1000	1000	0	0
3		201	仓库	1	仓库的描述			100	0			0	0	1000	1000	0	0
3		202	仓库	2	仓库的描述			200	1			0	60	1000	1000	0	0
3		203	仓库	3	仓库的描述			300	1			0	70	1000	1000	0	0
3		204	仓库	4	仓库的描述			400	1			0	80	1000	1000	0	0
3		205	仓库	5	仓库的描述			500	1			0	90	1000	1000	0	0
3		206	仓库	6	仓库的描述			600	1			0	100	1000	1000	0	0
3		207	仓库	7	仓库的描述			700	1			0	110	1000	1000	0	0
3		208	仓库	8	仓库的描述			800	1			0	120	1000	1000	0	0
3		209	仓库	9	仓库的描述			900	1			0	130	1000	1000	0	0
3		210	仓库	10	仓库的描述			1000	1			0	140	1000	1000	0	0
3		211	仓库	11	仓库的描述			1100	1			0	150	1000	1000	0	0
3		212	仓库	12	仓库的描述			1200	1			0	160	1000	1000	0	0
3		213	仓库	13	仓库的描述			1300	1			0	170	1000	1000	0	0
3		214	仓库	14	仓库的描述			1400	1			0	180	1000	1000	0	0
3		215	仓库	15	仓库的描述			1500	1			0	190	1000	1000	0	0
3		216	仓库	16	仓库的描述			1600	1			0	200	1000	1000	0	0
3		217	仓库	17	仓库的描述			1700	1			0	210	1000	1000	0	0
3		218	仓库	18	仓库的描述			1800	1			0	220	1000	1000	0	0
3		219	仓库	19	仓库的描述			1900	1			0	230	1000	1000	0	0
3		220	仓库	20	仓库的描述			2000	1			0	240	1000	1000	0	0
3		221	仓库	21	仓库的描述			2100	1			0	250	1000	1000	0	0
3		222	仓库	22	仓库的描述			2200	1			0	260	1000	1000	0	0
3		223	仓库	23	仓库的描述			2300	1			0	270	1000	1000	0	0
3		224	仓库	24	仓库的描述			2400	1			0	280	1000	1000	0	0
3		225	仓库	25	仓库的描述			2500	1			0	290	1000	1000	0	0
3		226	仓库	26	仓库的描述			2600	1			0	300	1000	1000	0	0
3		227	仓库	27	仓库的描述			2700	1			0	310	1000	1000	0	0
3		228	仓库	28	仓库的描述			2800	1			0	320	1000	1000	0	0
3		229	仓库	29	仓库的描述			2900	1			0	330	1000	1000	0	0
3		230	仓库	30	仓库的描述			3000	1			0	340	1000	1000	0	0
4		301	战利品仓库	1	战利品仓库的描述			100	0			0	0	1000	1000	0	0
4		302	战利品仓库	2	战利品仓库的描述			200	1			0	60	1000	1000	0	0
4		303	战利品仓库	3	战利品仓库的描述			300	1			0	70	1000	1000	0	0
4		304	战利品仓库	4	战利品仓库的描述			400	1			0	80	1000	1000	0	0
4		305	战利品仓库	5	战利品仓库的描述			500	1			0	90	1000	1000	0	0
4		306	战利品仓库	6	战利品仓库的描述			600	1			0	100	1000	1000	0	0
4		307	战利品仓库	7	战利品仓库的描述			700	1			0	110	1000	1000	0	0
4		308	战利品仓库	8	战利品仓库的描述			800	1			0	120	1000	1000	0	0
4		309	战利品仓库	9	战利品仓库的描述			900	1			0	130	1000	1000	0	0
4		310	战利品仓库	10	战利品仓库的描述			1000	1			0	140	1000	1000	0	0
4		311	战利品仓库	11	战利品仓库的描述			1100	1			0	150	1000	1000	0	0
4		312	战利品仓库	12	战利品仓库的描述			1200	1			0	160	1000	1000	0	0
4		313	战利品仓库	13	战利品仓库的描述			1300	1			0	170	1000	1000	0	0
4		314	战利品仓库	14	战利品仓库的描述			1400	1			0	180	1000	1000	0	0
4		315	战利品仓库	15	战利品仓库的描述			1500	1			0	190	1000	1000	0	0
4		316	战利品仓库	16	战利品仓库的描述			1600	1			0	200	1000	1000	0	0
4		317	战利品仓库	17	战利品仓库的描述			1700	1			0	210	1000	1000	0	0
4		318	战利品仓库	18	战利品仓库的描述			1800	1			0	220	1000	1000	0	0
4		319	战利品仓库	19	战利品仓库的描述			1900	1			0	230	1000	1000	0	0
4		320	战利品仓库	20	战利品仓库的描述			2000	1			0	240	1000	1000	0	0
4		321	战利品仓库	21	战利品仓库的描述			2100	1			0	250	1000	1000	0	0
4		322	战利品仓库	22	战利品仓库的描述			2200	1			0	260	1000	1000	0	0
4		323	战利品仓库	23	战利品仓库的描述			2300	1			0	270	1000	1000	0	0
4		324	战利品仓库	24	战利品仓库的描述			2400	1			0	280	1000	1000	0	0
4		325	战利品仓库	25	战利品仓库的描述			2500	1			0	290	1000	1000	0	0
4		326	战利品仓库	26	战利品仓库的描述			2600	1			0	300	1000	1000	0	0
4		327	战利品仓库	27	战利品仓库的描述			2700	1			0	310	1000	1000	0	0
4		328	战利品仓库	28	战利品仓库的描述			2800	1			0	320	1000	1000	0	0
4		329	战利品仓库	29	战利品仓库的描述			2900	1			0	330	1000	1000	0	0
4		330	战利品仓库	30	战利品仓库的描述			3000	1			0	340	1000	1000	0	0
5	采石场	401	采石场	1	采石场的描述			100	1			0	0	1000	1000	0	0
5	采石场	402	采石场	2	采石场的描述			200	1			0	60	1000	1000	0	0
5	采石场	403	采石场	3	采石场的描述			300	1			0	70	1000	1000	0	0
5	采石场	404	采石场	4	采石场的描述			400	1			0	80	1000	1000	0	0
5	采石场	405	采石场	5	采石场的描述			500	1			0	90	1000	1000	0	0
5	采石场	406	采石场	6	采石场的描述			600	1			0	100	1000	1000	0	0
5	采石场	407	采石场	7	采石场的描述			700	1			0	110	1000	1000	0	0
5	采石场	408	采石场	8	采石场的描述			800	1			0	120	1000	1000	0	0
5	采石场	409	采石场	9	采石场的描述			900	1			0	130	1000	1000	0	0
5	采石场	410	采石场	10	采石场的描述			1000	1			0	140	1000	1000	0	0
5	采石场	411	采石场	11	采石场的描述			1100	1			0	150	1000	1000	0	0
5	采石场	412	采石场	12	采石场的描述			1200	1			0	160	1000	1000	0	0
5	采石场	413	采石场	13	采石场的描述			1300	1			0	170	1000	1000	0	0
5	采石场	414	采石场	14	采石场的描述			1400	1			0	180	1000	1000	0	0
5	采石场	415	采石场	15	采石场的描述			1500	1			0	190	1000	1000	0	0
5	采石场	416	采石场	16	采石场的描述			1600	1			0	200	1000	1000	0	0
5	采石场	417	采石场	17	采石场的描述			1700	1			0	210	1000	1000	0	0
5	采石场	418	采石场	18	采石场的描述			1800	1			0	220	1000	1000	0	0
5	采石场	419	采石场	19	采石场的描述			1900	1			0	230	1000	1000	0	0
5	采石场	420	采石场	20	采石场的描述			2000	1			0	240	1000	1000	0	0
5	采石场	421	采石场	21	采石场的描述			2100	1			0	250	1000	1000	0	0
5	采石场	422	采石场	22	采石场的描述			2200	1			0	260	1000	1000	0	0
5	采石场	423	采石场	23	采石场的描述			2300	1			0	270	1000	1000	0	0
5	采石场	424	采石场	24	采石场的描述			2400	1			0	280	1000	1000	0	0
5	采石场	425	采石场	25	采石场的描述			2500	1			0	290	1000	1000	0	0
5	采石场	426	采石场	26	采石场的描述			2600	1			0	300	1000	1000	0	0
5	采石场	427	采石场	27	采石场的描述			2700	1			0	310	1000	1000	0	0
5	采石场	428	采石场	28	采石场的描述			2800	1			0	320	1000	1000	0	0
5	采石场	429	采石场	29	采石场的描述			2900	1			0	330	1000	1000	0	0
5	采石场	430	采石场	30	采石场的描述			3000	1			0	340	1000	1000	0	0
6	农田	501	农田	1	农田的描述			100	1			0	0	1000	1000	0	0
6	农田	502	农田	2	农田的描述			200	1			0	60	1000	1000	0	0
6	农田	503	农田	3	农田的描述			300	1			0	70	1000	1000	0	0
6	农田	504	农田	4	农田的描述			400	1			0	80	1000	1000	0	0
6	农田	505	农田	5	农田的描述			500	1			0	90	1000	1000	0	0
6	农田	506	农田	6	农田的描述			600	1			0	100	1000	1000	0	0
6	农田	507	农田	7	农田的描述			700	1			0	110	1000	1000	0	0
6	农田	508	农田	8	农田的描述			800	1			0	120	1000	1000	0	0
6	农田	509	农田	9	农田的描述			900	1			0	130	1000	1000	0	0
6	农田	510	农田	10	农田的描述			1000	1			0	140	1000	1000	0	0
6	农田	511	农田	11	农田的描述			1100	1			0	150	1000	1000	0	0
6	农田	512	农田	12	农田的描述			1200	1			0	160	1000	1000	0	0
6	农田	513	农田	13	农田的描述			1300	1			0	170	1000	1000	0	0
6	农田	514	农田	14	农田的描述			1400	1			0	180	1000	1000	0	0
6	农田	515	农田	15	农田的描述			1500	1			0	190	1000	1000	0	0
6	农田	516	农田	16	农田的描述			1600	1			0	200	1000	1000	0	0
6	农田	517	农田	17	农田的描述			1700	1			0	210	1000	1000	0	0
6	农田	518	农田	18	农田的描述			1800	1			0	220	1000	1000	0	0
6	农田	519	农田	19	农田的描述			1900	1			0	230	1000	1000	0	0
6	农田	520	农田	20	农田的描述			2000	1			0	240	1000	1000	0	0
6	农田	521	农田	21	农田的描述			2100	1			0	250	1000	1000	0	0
6	农田	522	农田	22	农田的描述			2200	1			0	260	1000	1000	0	0
6	农田	523	农田	23	农田的描述			2300	1			0	270	1000	1000	0	0
6	农田	524	农田	24	农田的描述			2400	1			0	280	1000	1000	0	0
6	农田	525	农田	25	农田的描述			2500	1			0	290	1000	1000	0	0
6	农田	526	农田	26	农田的描述			2600	1			0	300	1000	1000	0	0
6	农田	527	农田	27	农田的描述			2700	1			0	310	1000	1000	0	0
6	农田	528	农田	28	农田的描述			2800	1			0	320	1000	1000	0	0
6	农田	529	农田	29	农田的描述			2900	1			0	330	1000	1000	0	0
6	农田	530	农田	30	农田的描述			3000	1			0	340	1000	1000	0	0
7	铁矿	601	铁矿	1	铁矿的描述			100	1			0	0	1000	1000	0	0
7	铁矿	602	铁矿	2	铁矿的描述			200	1			0	60	1000	1000	0	0
7	铁矿	603	铁矿	3	铁矿的描述			300	1			0	70	1000	1000	0	0
7	铁矿	604	铁矿	4	铁矿的描述			400	1			0	80	1000	1000	0	0
7	铁矿	605	铁矿	5	铁矿的描述			500	1			0	90	1000	1000	0	0
7	铁矿	606	铁矿	6	铁矿的描述			600	1			0	100	1000	1000	0	0
7	铁矿	607	铁矿	7	铁矿的描述			700	1			0	110	1000	1000	0	0
7	铁矿	608	铁矿	8	铁矿的描述			800	1			0	120	1000	1000	0	0
7	铁矿	609	铁矿	9	铁矿的描述			900	1			0	130	1000	1000	0	0
7	铁矿	610	铁矿	10	铁矿的描述			1000	1			0	140	1000	1000	0	0
7	铁矿	611	铁矿	11	铁矿的描述			1100	1			0	150	1000	1000	0	0
7	铁矿	612	铁矿	12	铁矿的描述			1200	1			0	160	1000	1000	0	0
7	铁矿	613	铁矿	13	铁矿的描述			1300	1			0	170	1000	1000	0	0
7	铁矿	614	铁矿	14	铁矿的描述			1400	1			0	180	1000	1000	0	0
7	铁矿	615	铁矿	15	铁矿的描述			1500	1			0	190	1000	1000	0	0
7	铁矿	616	铁矿	16	铁矿的描述			1600	1			0	200	1000	1000	0	0
7	铁矿	617	铁矿	17	铁矿的描述			1700	1			0	210	1000	1000	0	0
7	铁矿	618	铁矿	18	铁矿的描述			1800	1			0	220	1000	1000	0	0
7	铁矿	619	铁矿	19	铁矿的描述			1900	1			0	230	1000	1000	0	0
7	铁矿	620	铁矿	20	铁矿的描述			2000	1			0	240	1000	1000	0	0
7	铁矿	621	铁矿	21	铁矿的描述			2100	1			0	250	1000	1000	0	0
7	铁矿	622	铁矿	22	铁矿的描述			2200	1			0	260	1000	1000	0	0
7	铁矿	623	铁矿	23	铁矿的描述			2300	1			0	270	1000	1000	0	0
7	铁矿	624	铁矿	24	铁矿的描述			2400	1			0	280	1000	1000	0	0
7	铁矿	625	铁矿	25	铁矿的描述			2500	1			0	290	1000	1000	0	0
7	铁矿	626	铁矿	26	铁矿的描述			2600	1			0	300	1000	1000	0	0
7	铁矿	627	铁矿	27	铁矿的描述			2700	1			0	310	1000	1000	0	0
7	铁矿	628	铁矿	28	铁矿的描述			2800	1			0	320	1000	1000	0	0
7	铁矿	629	铁矿	29	铁矿的描述			2900	1			0	330	1000	1000	0	0
7	铁矿	630	铁矿	30	铁矿的描述			3000	1			0	340	1000	1000	0	0
8	民居	701	民居	1	民居的描述			100	1			0	0	1000	1000	0	0
8	民居	702	民居	2	民居的描述			200	1			0	60	1000	1000	0	0
8	民居	703	民居	3	民居的描述			300	1			0	70	1000	1000	0	0
8	民居	704	民居	4	民居的描述			400	1			0	80	1000	1000	0	0
8	民居	705	民居	5	民居的描述			500	1			0	90	1000	1000	0	0
8	民居	706	民居	6	民居的描述			600	1			0	100	1000	1000	0	0
8	民居	707	民居	7	民居的描述			700	1			0	110	1000	1000	0	0
8	民居	708	民居	8	民居的描述			800	1			0	120	1000	1000	0	0
8	民居	709	民居	9	民居的描述			900	1			0	130	1000	1000	0	0
8	民居	710	民居	10	民居的描述			1000	1			0	140	1000	1000	0	0
8	民居	711	民居	11	民居的描述			1100	1			0	150	1000	1000	0	0
8	民居	712	民居	12	民居的描述			1200	1			0	160	1000	1000	0	0
8	民居	713	民居	13	民居的描述			1300	1			0	170	1000	1000	0	0
8	民居	714	民居	14	民居的描述			1400	1			0	180	1000	1000	0	0
8	民居	715	民居	15	民居的描述			1500	1			0	190	1000	1000	0	0
8	民居	716	民居	16	民居的描述			1600	1			0	200	1000	1000	0	0
8	民居	717	民居	17	民居的描述			1700	1			0	210	1000	1000	0	0
8	民居	718	民居	18	民居的描述			1800	1			0	220	1000	1000	0	0
8	民居	719	民居	19	民居的描述			1900	1			0	230	1000	1000	0	0
8	民居	720	民居	20	民居的描述			2000	1			0	240	1000	1000	0	0
8	民居	721	民居	21	民居的描述			2100	1			0	250	1000	1000	0	0
8	民居	722	民居	22	民居的描述			2200	1			0	260	1000	1000	0	0
8	民居	723	民居	23	民居的描述			2300	1			0	270	1000	1000	0	0
8	民居	724	民居	24	民居的描述			2400	1			0	280	1000	1000	0	0
8	民居	725	民居	25	民居的描述			2500	1			0	290	1000	1000	0	0
8	民居	726	民居	26	民居的描述			2600	1			0	300	1000	1000	0	0
8	民居	727	民居	27	民居的描述			2700	1			0	310	1000	1000	0	0
8	民居	728	民居	28	民居的描述			2800	1			0	320	1000	1000	0	0
8	民居	729	民居	29	民居的描述			2900	1			0	330	1000	1000	0	0
8	民居	730	民居	30	民居的描述			3000	1			0	340	1000	1000	0	0
9	兵营	801	兵营	1	兵营的描述			100	1			0	0	1000	1000	0	0
9	兵营	802	兵营	2	兵营的描述			200	1			0	60	1000	1000	0	0
9	兵营	803	兵营	3	兵营的描述			300	1			0	70	1000	1000	0	0
9	兵营	804	兵营	4	兵营的描述			400	1			0	80	1000	1000	0	0
9	兵营	805	兵营	5	兵营的描述			500	1			0	90	1000	1000	0	0
9	兵营	806	兵营	6	兵营的描述			600	1			0	100	1000	1000	0	0
9	兵营	807	兵营	7	兵营的描述			700	1			0	110	1000	1000	0	0
9	兵营	808	兵营	8	兵营的描述			800	1			0	120	1000	1000	0	0
9	兵营	809	兵营	9	兵营的描述			900	1			0	130	1000	1000	0	0
9	兵营	810	兵营	10	兵营的描述			1000	1			0	140	1000	1000	0	0
9	兵营	811	兵营	11	兵营的描述			1100	1			0	150	1000	1000	0	0
9	兵营	812	兵营	12	兵营的描述			1200	1			0	160	1000	1000	0	0
9	兵营	813	兵营	13	兵营的描述			1300	1			0	170	1000	1000	0	0
9	兵营	814	兵营	14	兵营的描述			1400	1			0	180	1000	1000	0	0
9	兵营	815	兵营	15	兵营的描述			1500	1			0	190	1000	1000	0	0
9	兵营	816	兵营	16	兵营的描述			1600	1			0	200	1000	1000	0	0
9	兵营	817	兵营	17	兵营的描述			1700	1			0	210	1000	1000	0	0
9	兵营	818	兵营	18	兵营的描述			1800	1			0	220	1000	1000	0	0
9	兵营	819	兵营	19	兵营的描述			1900	1			0	230	1000	1000	0	0
9	兵营	820	兵营	20	兵营的描述			2000	1			0	240	1000	1000	0	0
9	兵营	821	兵营	21	兵营的描述			2100	1			0	250	1000	1000	0	0
9	兵营	822	兵营	22	兵营的描述			2200	1			0	260	1000	1000	0	0
9	兵营	823	兵营	23	兵营的描述			2300	1			0	270	1000	1000	0	0
9	兵营	824	兵营	24	兵营的描述			2400	1			0	280	1000	1000	0	0
9	兵营	825	兵营	25	兵营的描述			2500	1			0	290	1000	1000	0	0
9	兵营	826	兵营	26	兵营的描述			2600	1			0	300	1000	1000	0	0
9	兵营	827	兵营	27	兵营的描述			2700	1			0	310	1000	1000	0	0
9	兵营	828	兵营	28	兵营的描述			2800	1			0	320	1000	1000	0	0
9	兵营	829	兵营	29	兵营的描述			2900	1			0	330	1000	1000	0	0
9	兵营	830	兵营	30	兵营的描述			3000	1			0	340	1000	1000	0	0
10	酒馆	901	酒馆	1	酒馆的描述			100	1			0	0	1000	1000	0	0
10	酒馆	902	酒馆	2	酒馆的描述			200	1			0	60	1000	1000	0	0
10	酒馆	903	酒馆	3	酒馆的描述			300	1			0	70	1000	1000	0	0
10	酒馆	904	酒馆	4	酒馆的描述			400	1			0	80	1000	1000	0	0
10	酒馆	905	酒馆	5	酒馆的描述			500	1			0	90	1000	1000	0	0
10	酒馆	906	酒馆	6	酒馆的描述			600	1			0	100	1000	1000	0	0
10	酒馆	907	酒馆	7	酒馆的描述			700	1			0	110	1000	1000	0	0
10	酒馆	908	酒馆	8	酒馆的描述			800	1			0	120	1000	1000	0	0
10	酒馆	909	酒馆	9	酒馆的描述			900	1			0	130	1000	1000	0	0
10	酒馆	910	酒馆	10	酒馆的描述			1000	1			0	140	1000	1000	0	0
10	酒馆	911	酒馆	11	酒馆的描述			1100	1			0	150	1000	1000	0	0
10	酒馆	912	酒馆	12	酒馆的描述			1200	1			0	160	1000	1000	0	0
10	酒馆	913	酒馆	13	酒馆的描述			1300	1			0	170	1000	1000	0	0
10	酒馆	914	酒馆	14	酒馆的描述			1400	1			0	180	1000	1000	0	0
10	酒馆	915	酒馆	15	酒馆的描述			1500	1			0	190	1000	1000	0	0
10	酒馆	916	酒馆	16	酒馆的描述			1600	1			0	200	1000	1000	0	0
10	酒馆	917	酒馆	17	酒馆的描述			1700	1			0	210	1000	1000	0	0
10	酒馆	918	酒馆	18	酒馆的描述			1800	1			0	220	1000	1000	0	0
10	酒馆	919	酒馆	19	酒馆的描述			1900	1			0	230	1000	1000	0	0
10	酒馆	920	酒馆	20	酒馆的描述			2000	1			0	240	1000	1000	0	0
10	酒馆	921	酒馆	21	酒馆的描述			2100	1			0	250	1000	1000	0	0
10	酒馆	922	酒馆	22	酒馆的描述			2200	1			0	260	1000	1000	0	0
10	酒馆	923	酒馆	23	酒馆的描述			2300	1			0	270	1000	1000	0	0
10	酒馆	924	酒馆	24	酒馆的描述			2400	1			0	280	1000	1000	0	0
10	酒馆	925	酒馆	25	酒馆的描述			2500	1			0	290	1000	1000	0	0
10	酒馆	926	酒馆	26	酒馆的描述			2600	1			0	300	1000	1000	0	0
10	酒馆	927	酒馆	27	酒馆的描述			2700	1			0	310	1000	1000	0	0
10	酒馆	928	酒馆	28	酒馆的描述			2800	1			0	320	1000	1000	0	0
10	酒馆	929	酒馆	29	酒馆的描述			2900	1			0	330	1000	1000	0	0
10	酒馆	930	酒馆	30	酒馆的描述			3000	1			0	340	1000	1000	0	0
11	训练场	1001	训练场	1	训练场的描述			100	1			0	0	1000	1000	0	0
11	训练场	1002	训练场	2	训练场的描述			200	1			0	60	1000	1000	0	0
11	训练场	1003	训练场	3	训练场的描述			300	1			0	70	1000	1000	0	0
11	训练场	1004	训练场	4	训练场的描述			400	1			0	80	1000	1000	0	0
11	训练场	1005	训练场	5	训练场的描述			500	1			0	90	1000	1000	0	0
11	训练场	1006	训练场	6	训练场的描述			600	1			0	100	1000	1000	0	0
11	训练场	1007	训练场	7	训练场的描述			700	1			0	110	1000	1000	0	0
11	训练场	1008	训练场	8	训练场的描述			800	1			0	120	1000	1000	0	0
11	训练场	1009	训练场	9	训练场的描述			900	1			0	130	1000	1000	0	0
11	训练场	1010	训练场	10	训练场的描述			1000	1			0	140	1000	1000	0	0
11	训练场	1011	训练场	11	训练场的描述			1100	1			0	150	1000	1000	0	0
11	训练场	1012	训练场	12	训练场的描述			1200	1			0	160	1000	1000	0	0
11	训练场	1013	训练场	13	训练场的描述			1300	1			0	170	1000	1000	0	0
11	训练场	1014	训练场	14	训练场的描述			1400	1			0	180	1000	1000	0	0
11	训练场	1015	训练场	15	训练场的描述			1500	1			0	190	1000	1000	0	0
11	训练场	1016	训练场	16	训练场的描述			1600	1			0	200	1000	1000	0	0
11	训练场	1017	训练场	17	训练场的描述			1700	1			0	210	1000	1000	0	0
11	训练场	1018	训练场	18	训练场的描述			1800	1			0	220	1000	1000	0	0
11	训练场	1019	训练场	19	训练场的描述			1900	1			0	230	1000	1000	0	0
11	训练场	1020	训练场	20	训练场的描述			2000	1			0	240	1000	1000	0	0
11	训练场	1021	训练场	21	训练场的描述			2100	1			0	250	1000	1000	0	0
11	训练场	1022	训练场	22	训练场的描述			2200	1			0	260	1000	1000	0	0
11	训练场	1023	训练场	23	训练场的描述			2300	1			0	270	1000	1000	0	0
11	训练场	1024	训练场	24	训练场的描述			2400	1			0	280	1000	1000	0	0
11	训练场	1025	训练场	25	训练场的描述			2500	1			0	290	1000	1000	0	0
11	训练场	1026	训练场	26	训练场的描述			2600	1			0	300	1000	1000	0	0
11	训练场	1027	训练场	27	训练场的描述			2700	1			0	310	1000	1000	0	0
11	训练场	1028	训练场	28	训练场的描述			2800	1			0	320	1000	1000	0	0
11	训练场	1029	训练场	29	训练场的描述			2900	1			0	330	1000	1000	0	0
11	训练场	1030	训练场	30	训练场的描述			3000	1			0	340	1000	1000	0	0
12	教堂	1101	教堂	1	教堂的描述			100	1			0	0	1000	1000	0	0
12	教堂	1102	教堂	2	教堂的描述			200	1			0	60	1000	1000	0	0
12	教堂	1103	教堂	3	教堂的描述			300	1			0	70	1000	1000	0	0
12	教堂	1104	教堂	4	教堂的描述			400	1			0	80	1000	1000	0	0
12	教堂	1105	教堂	5	教堂的描述			500	1			0	90	1000	1000	0	0
12	教堂	1106	教堂	6	教堂的描述			600	1			0	100	1000	1000	0	0
12	教堂	1107	教堂	7	教堂的描述			700	1			0	110	1000	1000	0	0
12	教堂	1108	教堂	8	教堂的描述			800	1			0	120	1000	1000	0	0
12	教堂	1109	教堂	9	教堂的描述			900	1			0	130	1000	1000	0	0
12	教堂	1110	教堂	10	教堂的描述			1000	1			0	140	1000	1000	0	0
12	教堂	1111	教堂	11	教堂的描述			1100	1			0	150	1000	1000	0	0
12	教堂	1112	教堂	12	教堂的描述			1200	1			0	160	1000	1000	0	0
12	教堂	1113	教堂	13	教堂的描述			1300	1			0	170	1000	1000	0	0
12	教堂	1114	教堂	14	教堂的描述			1400	1			0	180	1000	1000	0	0
12	教堂	1115	教堂	15	教堂的描述			1500	1			0	190	1000	1000	0	0
12	教堂	1116	教堂	16	教堂的描述			1600	1			0	200	1000	1000	0	0
12	教堂	1117	教堂	17	教堂的描述			1700	1			0	210	1000	1000	0	0
12	教堂	1118	教堂	18	教堂的描述			1800	1			0	220	1000	1000	0	0
